rmse,mae,r2,accuracy_pct,year
1.2562715557014053,0.8651710152626038,0.9925901889801025,99.25901889801025,2018
1.5963126130993999,1.1280217170715332,0.9906041622161865,99.06041622161865,2019
1.5086111216875913,0.8782813549041748,0.9938518404960632,99.38518404960632,2020
1.2225051152721018,0.8533377051353455,0.9935908317565918,99.35908317565918,2021
2.159517880252019,1.3177021741867065,0.9866557121276855,98.66557121276855,2022
1.352061802360056,0.8331031799316406,0.9951697587966919,99.51697587966919,2023
